Airport,Terminal,Date,hour,date_time,Total (actual),Flights,Booths,Total,Total.lower,Total.upper,type
CLT,Main,1/25/2022,15:00,1/25/2022 15:00,76,1,7,.,.,.,Actual
CLT,Main,1/25/2022,16:00,1/25/2022 16:00,388,3,8,.,.,.,Actual
CLT,Main,1/25/2022,18:00,1/25/2022 18:00,695,6,9,.,.,.,Actual
CLT,Main,1/25/2022,19:00,1/25/2022 19:00,67,1,8,.,.,.,Actual
CLT,Main,1/26/2022,14:00,1/26/2022 14:00,102,2,6,.,.,.,Actual
CLT,Main,1/26/2022,16:00,1/26/2022 16:00,425,4,7,.,.,.,Actual
CLT,Main,1/26/2022,17:00,1/26/2022 17:00,115,2,8,.,.,.,Actual
CLT,Main,1/26/2022,18:00,1/26/2022 18:00,628,6,9,.,.,.,Actual
CLT,Main,1/26/2022,19:00,1/26/2022 19:00,282,3,9,.,.,.,Actual
CLT,Main,1/26/2022,20:00,1/26/2022 20:00,149,2,9,.,.,.,Actual
CLT,Main,1/27/2022,13:00,1/27/2022 13:00,68,1,9,.,.,.,Actual
CLT,Main,1/27/2022,14:00,1/27/2022 14:00,36,1,10,.,.,.,Actual
CLT,Main,1/27/2022,15:00,1/27/2022 15:00,227,2,11,.,.,.,Actual
CLT,Main,1/27/2022,16:00,1/27/2022 16:00,334,4,9,.,.,.,Actual
CLT,Main,1/27/2022,17:00,1/27/2022 17:00,56,1,9,.,.,.,Actual
CLT,Main,1/27/2022,18:00,1/27/2022 18:00,585,6,10,.,.,.,Actual
CLT,Main,1/27/2022,19:00,1/27/2022 19:00,270,3,10,.,.,.,Actual
CLT,Main,1/27/2022,20:00,1/27/2022 20:00,53,1,10,.,.,.,Actual
CLT,Main,1/28/2022,14:00,1/28/2022 14:00,89,1,10,.,.,.,Actual
CLT,Main,1/28/2022,15:00,1/28/2022 15:00,110,1,10,.,.,.,Actual
CLT,Main,1/28/2022,16:00,1/28/2022 16:00,330,3,10,.,.,.,Actual
CLT,Main,1/28/2022,17:00,1/28/2022 17:00,69,1,10,.,.,.,Actual
CLT,Main,1/28/2022,18:00,1/28/2022 18:00,714,7,10,.,.,.,Actual
CLT,Main,1/28/2022,19:00,1/28/2022 19:00,113,2,9,.,.,.,Actual
CLT,Main,1/28/2022,20:00,1/28/2022 20:00,59,1,4,.,.,.,Actual
CLT,Main,1/29/2022,13:00,1/29/2022 13:00,131,1,8,.,.,.,Actual
CLT,Main,1/29/2022,14:00,1/29/2022 14:00,190,2,9,.,.,.,Actual
CLT,Main,1/29/2022,15:00,1/29/2022 15:00,225,2,10,.,.,.,Actual
CLT,Main,1/29/2022,16:00,1/29/2022 16:00,602,4,11,.,.,.,Actual
CLT,Main,1/29/2022,17:00,1/29/2022 17:00,385,4,9,.,.,.,Actual
CLT,Main,1/29/2022,18:00,1/29/2022 18:00,1198,9,9,.,.,.,Actual
CLT,Main,1/29/2022,19:00,1/29/2022 19:00,368,3,10,.,.,.,Actual
CLT,Main,1/29/2022,20:00,1/29/2022 20:00,422,6,9,.,.,.,Actual
CLT,Main,1/30/2022,13:00,1/30/2022 13:00,124,1,9,.,.,.,Actual
CLT,Main,1/30/2022,14:00,1/30/2022 14:00,86,1,9,.,.,.,Actual
CLT,Main,1/30/2022,15:00,1/30/2022 15:00,146,1,9,.,.,.,Actual
CLT,Main,1/30/2022,16:00,1/30/2022 16:00,534,3,9,.,.,.,Actual
CLT,Main,1/30/2022,18:00,1/30/2022 18:00,1089,7,9,.,.,.,Actual
CLT,Main,1/30/2022,19:00,1/30/2022 19:00,174,1,7,.,.,.,Actual
CLT,Main,1/30/2022,20:00,1/30/2022 20:00,463,3,8,.,.,.,Actual
CLT,Main,1/31/2022,14:00,1/31/2022 14:00,63,2,10,.,.,.,Actual
CLT,Main,1/31/2022,15:00,1/31/2022 15:00,158,1,9,.,.,.,Actual
CLT,Main,1/31/2022,16:00,1/31/2022 16:00,661,5,9,.,.,.,Actual
CLT,Main,1/31/2022,17:00,1/31/2022 17:00,115,1,8,.,.,.,Actual
CLT,Main,1/31/2022,18:00,1/31/2022 18:00,671,4,10,.,.,.,Actual
CLT,Main,1/31/2022,19:00,1/31/2022 19:00,409,3,10,.,.,.,Actual
CLT,Main,2/1/2022,14:00,2/1/2022 14:00,118,2,6,.,.,.,Actual
CLT,Main,2/1/2022,16:00,2/1/2022 16:00,580,4,8,.,.,.,Actual
CLT,Main,2/1/2022,18:00,2/1/2022 18:00,926,8,8,.,.,.,Actual
CLT,Main,2/2/2022,13:00,2/2/2022 13:00,55,1,7,.,.,.,Actual
CLT,Main,2/2/2022,14:00,2/2/2022 14:00,56,1,8,.,.,.,Actual
CLT,Main,2/2/2022,15:00,2/2/2022 15:00,114,1,8,.,.,.,Actual
CLT,Main,2/2/2022,16:00,2/2/2022 16:00,391,4,10,.,.,.,Actual
CLT,Main,2/2/2022,18:00,2/2/2022 18:00,545,7,11,.,.,.,Actual
CLT,Main,2/2/2022,19:00,2/2/2022 19:00,200,4,11,.,.,.,Actual
CLT,Main,2/2/2022,20:00,2/2/2022 20:00,45,1,6,.,.,.,Actual
CLT,Main,2/3/2022,14:00,2/3/2022 14:00,139,2,10,.,.,.,Actual
CLT,Main,2/3/2022,15:00,2/3/2022 15:00,222,2,10,.,.,.,Actual
CLT,Main,2/3/2022,16:00,2/3/2022 16:00,261,3,10,.,.,.,Actual
CLT,Main,2/3/2022,18:00,2/3/2022 18:00,472,6,9,.,.,.,Actual
CLT,Main,2/3/2022,19:00,2/3/2022 19:00,219,4,8,.,.,.,Actual
CLT,Main,2/3/2022,20:00,2/3/2022 20:00,43,1,11,.,.,.,Actual
CLT,Main,2/4/2022,14:00,2/4/2022 14:00,155,1,12,.,.,.,Actual
CLT,Main,2/4/2022,15:00,2/4/2022 15:00,172,2,11,.,.,.,Actual
CLT,Main,2/4/2022,16:00,2/4/2022 16:00,319,3,12,.,.,.,Actual
CLT,Main,2/4/2022,18:00,2/4/2022 18:00,815,7,11,.,.,.,Actual
CLT,Main,2/4/2022,19:00,2/4/2022 19:00,285,2,11,.,.,.,Actual
CLT,Main,2/4/2022,20:00,2/4/2022 20:00,72,1,11,.,.,.,Actual
CLT,Main,2/5/2022,14:00,2/5/2022 14:00,239,2,10,.,.,.,Actual
CLT,Main,2/5/2022,15:00,2/5/2022 15:00,222,2,11,.,.,.,Actual
CLT,Main,2/5/2022,16:00,2/5/2022 16:00,584,4,10,.,.,.,Actual
CLT,Main,2/5/2022,17:00,2/5/2022 17:00,324,3,11,.,.,.,Actual
CLT,Main,2/5/2022,18:00,2/5/2022 18:00,605,5,11,.,.,.,Actual
CLT,Main,2/5/2022,19:00,2/5/2022 19:00,806,6,11,.,.,.,Actual
CLT,Main,2/5/2022,20:00,2/5/2022 20:00,120,1,6,.,.,.,Actual
CLT,Main,2/5/2022,21:00,2/5/2022 21:00,185,1,6,.,.,.,Actual
CLT,Main,2/6/2022,13:00,2/6/2022 13:00,109,1,12,.,.,.,Actual
CLT,Main,2/6/2022,14:00,2/6/2022 14:00,138,2,11,.,.,.,Actual
CLT,Main,2/6/2022,15:00,2/6/2022 15:00,268,2,12,.,.,.,Actual
CLT,Main,2/6/2022,16:00,2/6/2022 16:00,538,3,11,.,.,.,Actual
CLT,Main,2/6/2022,17:00,2/6/2022 17:00,121,1,10,.,.,.,Actual
CLT,Main,2/6/2022,18:00,2/6/2022 18:00,464,3,11,.,.,.,Actual
CLT,Main,2/6/2022,19:00,2/6/2022 19:00,502,3,11,.,.,.,Actual
CLT,Main,2/6/2022,20:00,2/6/2022 20:00,173,1,12,.,.,.,Actual
CLT,Main,2/7/2022,14:00,2/7/2022 14:00,102,2,10,.,.,.,Actual
CLT,Main,2/7/2022,16:00,2/7/2022 16:00,269,2,10,.,.,.,Actual
CLT,Main,2/7/2022,17:00,2/7/2022 17:00,416,3,10,.,.,.,Actual
CLT,Main,2/7/2022,18:00,2/7/2022 18:00,1110,8,10,.,.,.,Actual
CLT,Main,2/7/2022,19:00,2/7/2022 19:00,327,2,8,.,.,.,Actual
CLT,Main,2/7/2022,20:00,2/7/2022 20:00,142,1,5,.,.,.,Actual
CLT,Main,2/8/2022,14:00,2/8/2022 14:00,96,2,7,.,.,.,Actual
CLT,Main,2/8/2022,15:00,2/8/2022 15:00,109,1,9,.,.,.,Actual
CLT,Main,2/8/2022,16:00,2/8/2022 16:00,446,3,8,.,.,.,Actual
CLT,Main,2/8/2022,17:00,2/8/2022 17:00,55,1,9,.,.,.,Actual
CLT,Main,2/8/2022,18:00,2/8/2022 18:00,844,7,9,.,.,.,Actual
CLT,Main,2/8/2022,19:00,2/8/2022 19:00,74,2,8,.,.,.,Actual
CLT,Main,2/8/2022,20:00,2/8/2022 20:00,22,1,7,.,.,.,Actual
CLT,Main,2/9/2022,13:00,2/9/2022 13:00,71,1,7,.,.,.,Actual
CLT,Main,2/9/2022,14:00,2/9/2022 14:00,53,1,8,.,.,.,Actual
CLT,Main,2/9/2022,15:00,2/9/2022 15:00,102,1,8,.,.,.,Actual
CLT,Main,2/9/2022,16:00,2/9/2022 16:00,308,3,8,.,.,.,Actual
CLT,Main,2/9/2022,17:00,2/9/2022 17:00,151,2,8,.,.,.,Actual
CLT,Main,2/9/2022,18:00,2/9/2022 18:00,620,6,9,.,.,.,Actual
CLT,Main,2/9/2022,19:00,2/9/2022 19:00,145,3,7,.,.,.,Actual
CLT,Main,2/9/2022,20:00,2/9/2022 20:00,53,1,9,.,.,.,Actual
CLT,Main,2/9/2022,21:00,2/9/2022 21:00,60,1,4,.,.,.,Actual
CLT,Main,2/10/2022,14:00,2/10/2022 14:00,82,1,8,.,.,.,Actual
CLT,Main,2/10/2022,15:00,2/10/2022 15:00,299,3,8,.,.,.,Actual
CLT,Main,2/10/2022,16:00,2/10/2022 16:00,227,2,6,.,.,.,Actual
CLT,Main,2/10/2022,17:00,2/10/2022 17:00,144,2,8,.,.,.,Actual
CLT,Main,2/10/2022,18:00,2/10/2022 18:00,336,5,8,.,.,.,Actual
CLT,Main,2/10/2022,19:00,2/10/2022 19:00,113,2,7,.,.,.,Actual
CLT,Main,2/10/2022,20:00,2/10/2022 20:00,157,2,8,.,.,.,Actual
CLT,Main,2/11/2022,13:00,2/11/2022 13:00,118,1,8,.,.,.,Actual
CLT,Main,2/11/2022,14:00,2/11/2022 14:00,73,1,12,.,.,.,Actual
CLT,Main,2/11/2022,15:00,2/11/2022 15:00,196,1,11,.,.,.,Actual
CLT,Main,2/11/2022,16:00,2/11/2022 16:00,298,3,11,.,.,.,Actual
CLT,Main,2/11/2022,17:00,2/11/2022 17:00,80,1,11,.,.,.,Actual
CLT,Main,2/11/2022,18:00,2/11/2022 18:00,698,6,11,.,.,.,Actual
CLT,Main,2/11/2022,19:00,2/11/2022 19:00,269,3,10,.,.,.,Actual
CLT,Main,2/11/2022,21:00,2/11/2022 21:00,41,1,5,.,.,.,Actual
CLT,Main,2/12/2022,14:00,2/12/2022 14:00,310,3,9,.,.,.,Actual
CLT,Main,2/12/2022,15:00,2/12/2022 15:00,483,3,9,.,.,.,Actual
CLT,Main,2/12/2022,16:00,2/12/2022 16:00,662,5,10,.,.,.,Actual
CLT,Main,2/12/2022,17:00,2/12/2022 17:00,271,3,11,.,.,.,Actual
CLT,Main,2/12/2022,18:00,2/12/2022 18:00,787,6,12,.,.,.,Actual
CLT,Main,2/12/2022,19:00,2/12/2022 19:00,769,7,11,.,.,.,Actual
CLT,Main,2/12/2022,20:00,2/12/2022 20:00,413,5,11,.,.,.,Actual
CLT,Main,2/12/2022,21:00,2/12/2022 21:00,132,1,5,.,.,.,Actual
CLT,Main,2/13/2022,14:00,2/13/2022 14:00,186,2,11,.,.,.,Actual
CLT,Main,2/13/2022,15:00,2/13/2022 15:00,145,1,10,.,.,.,Actual
CLT,Main,2/13/2022,16:00,2/13/2022 16:00,693,4,10,.,.,.,Actual
CLT,Main,2/13/2022,17:00,2/13/2022 17:00,117,1,10,.,.,.,Actual
CLT,Main,2/13/2022,18:00,2/13/2022 18:00,875,6,10,.,.,.,Actual
CLT,Main,2/13/2022,19:00,2/13/2022 19:00,506,3,10,.,.,.,Actual
CLT,Main,2/13/2022,20:00,2/13/2022 20:00,94,1,10,.,.,.,Actual
CLT,Main,2/14/2022,13:00,2/14/2022 13:00,60,1,10,.,.,.,Actual
CLT,Main,2/14/2022,14:00,2/14/2022 14:00,8,1,1,.,.,.,Actual
CLT,Main,2/14/2022,15:00,2/14/2022 15:00,148,1,11,.,.,.,Actual
CLT,Main,2/14/2022,16:00,2/14/2022 16:00,433,3,11,.,.,.,Actual
CLT,Main,2/14/2022,17:00,2/14/2022 17:00,215,2,8,.,.,.,Actual
CLT,Main,2/14/2022,18:00,2/14/2022 18:00,744,6,10,.,.,.,Actual
CLT,Main,2/14/2022,19:00,2/14/2022 19:00,393,3,10,.,.,.,Actual
CLT,Main,2/14/2022,20:00,2/14/2022 20:00,56,1,5,.,.,.,Actual
CLT,Main,2/15/2022,13:00,2/15/2022 13:00,80,1,7,.,.,.,Actual
CLT,Main,2/15/2022,15:00,2/15/2022 15:00,67,1,11,.,.,.,Actual
CLT,Main,2/15/2022,16:00,2/15/2022 16:00,689,4,11,.,.,.,Actual
CLT,Main,2/15/2022,17:00,2/15/2022 17:00,92,1,9,.,.,.,Actual
CLT,Main,2/15/2022,18:00,2/15/2022 18:00,888,6,9,.,.,.,Actual
CLT,Main,2/15/2022,19:00,2/15/2022 19:00,401,4,9,.,.,.,Actual
CLT,Main,2/16/2022,13:00,2/16/2022 13:00,68,1,8,.,.,.,Actual
CLT,Main,2/16/2022,14:00,2/16/2022 14:00,41,1,7,.,.,.,Actual
CLT,Main,2/16/2022,16:00,2/16/2022 16:00,542,4,9,.,.,.,Actual
CLT,Main,2/16/2022,17:00,2/16/2022 17:00,111,2,8,.,.,.,Actual
CLT,Main,2/16/2022,18:00,2/16/2022 18:00,662,6,9,.,.,.,Actual
CLT,Main,2/16/2022,19:00,2/16/2022 19:00,307,3,8,.,.,.,Actual
CLT,Main,2/16/2022,20:00,2/16/2022 20:00,149,2,9,.,.,.,Actual
CLT,Main,2/17/2022,14:00,2/17/2022 14:00,83,1,10,.,.,.,Actual
CLT,Main,2/17/2022,15:00,2/17/2022 15:00,153,2,9,.,.,.,Actual
CLT,Main,2/17/2022,16:00,2/17/2022 16:00,504,4,9,.,.,.,Actual
CLT,Main,2/17/2022,17:00,2/17/2022 17:00,79,1,8,.,.,.,Actual
CLT,Main,2/17/2022,18:00,2/17/2022 18:00,557,5,9,.,.,.,Actual
CLT,Main,2/17/2022,19:00,2/17/2022 19:00,307,3,8,.,.,.,Actual
CLT,Main,2/17/2022,20:00,2/17/2022 20:00,167,2,8,.,.,.,Actual
CLT,Main,2/18/2022,14:00,2/18/2022 14:00,109,1,7,.,.,.,Actual
CLT,Main,2/18/2022,15:00,2/18/2022 15:00,77,1,7,.,.,.,Actual
CLT,Main,2/18/2022,16:00,2/18/2022 16:00,466,3,7,.,.,.,Actual
CLT,Main,2/18/2022,17:00,2/18/2022 17:00,73,1,8,.,.,.,Actual
CLT,Main,2/18/2022,18:00,2/18/2022 18:00,648,5,8,.,.,.,Actual
CLT,Main,2/18/2022,19:00,2/18/2022 19:00,351,3,7,.,.,.,Actual
CLT,Main,2/18/2022,20:00,2/18/2022 20:00,79,1,8,.,.,.,Actual
CLT,Main,2/19/2022,12:00,2/19/2022 12:00,41,1,6,.,.,.,Actual
CLT,Main,2/19/2022,14:00,2/19/2022 14:00,296,3,10,.,.,.,Actual
CLT,Main,2/19/2022,16:00,2/19/2022 16:00,1012,6,10,.,.,.,Actual
CLT,Main,2/19/2022,17:00,2/19/2022 17:00,415,3,10,.,.,.,Actual
CLT,Main,2/19/2022,18:00,2/19/2022 18:00,995,7,11,.,.,.,Actual
CLT,Main,2/19/2022,19:00,2/19/2022 19:00,839,7,11,.,.,.,Actual
CLT,Main,2/19/2022,20:00,2/19/2022 20:00,433,4,11,.,.,.,Actual
CLT,Main,2/19/2022,21:00,2/19/2022 21:00,185,1,6,.,.,.,Actual
CLT,Main,2/20/2022,13:00,2/20/2022 13:00,245,3,11,.,.,.,Actual
CLT,Main,2/20/2022,14:00,2/20/2022 14:00,76,1,10,.,.,.,Actual
CLT,Main,2/20/2022,15:00,2/20/2022 15:00,152,1,11,.,.,.,Actual
CLT,Main,2/20/2022,16:00,2/20/2022 16:00,712,4,11,.,.,.,Actual
CLT,Main,2/20/2022,17:00,2/20/2022 17:00,114,1,10,.,.,.,Actual
CLT,Main,2/20/2022,18:00,2/20/2022 18:00,947,6,10,.,.,.,Actual
CLT,Main,2/20/2022,19:00,2/20/2022 19:00,168,1,10,.,.,.,Actual
CLT,Main,2/20/2022,20:00,2/20/2022 20:00,345,2,10,.,.,.,Actual
CLT,Main,2/21/2022,14:00,2/21/2022 14:00,164,2,10,.,.,.,Actual
CLT,Main,2/21/2022,16:00,2/21/2022 16:00,684,4,10,.,.,.,Actual
CLT,Main,2/21/2022,17:00,2/21/2022 17:00,111,1,8,.,.,.,Actual
CLT,Main,2/21/2022,18:00,2/21/2022 18:00,979,6,9,.,.,.,Actual
CLT,Main,2/21/2022,19:00,2/21/2022 19:00,618,4,9,.,.,.,Actual
CLT,Main,2/21/2022,20:00,2/21/2022 20:00,170,1,6,.,.,.,Actual
CLT,Main,2/22/2022,14:00,2/22/2022 14:00,129,2,9,.,.,.,Actual
CLT,Main,2/22/2022,16:00,2/22/2022 16:00,484,3,10,.,.,.,Actual
CLT,Main,2/22/2022,17:00,2/22/2022 17:00,190,1,9,.,.,.,Actual
CLT,Main,2/22/2022,18:00,2/22/2022 18:00,835,5,8,.,.,.,Actual
CLT,Main,2/22/2022,19:00,2/22/2022 19:00,545,4,8,.,.,.,Actual
CLT,Main,2/22/2022,20:00,2/22/2022 20:00,246,2,8,.,.,.,Actual
CLT,Main,2/23/2022,11:00,2/23/2022 11:00,7,1,1,.,.,.,Actual
CLT,Main,2/23/2022,14:00,2/23/2022 14:00,129,2,7,.,.,.,Actual
CLT,Main,2/23/2022,15:00,2/23/2022 15:00,143,1,8,.,.,.,Actual
CLT,Main,2/23/2022,16:00,2/23/2022 16:00,136,1,8,.,.,.,Actual
CLT,Main,2/23/2022,17:00,2/23/2022 17:00,542,4,8,.,.,.,Actual
CLT,Main,2/23/2022,18:00,2/23/2022 18:00,738,5,8,.,.,.,Actual
CLT,Main,2/23/2022,19:00,2/23/2022 19:00,160,2,8,.,.,.,Actual
CLT,Main,2/23/2022,20:00,2/23/2022 20:00,578,4,8,.,.,.,Actual
CLT,Main,2/24/2022,14:00,2/24/2022 14:00,169,2,8,.,.,.,Actual
CLT,Main,2/24/2022,15:00,2/24/2022 15:00,134,1,9,.,.,.,Actual
CLT,Main,2/24/2022,16:00,2/24/2022 16:00,617,4,9,.,.,.,Actual
CLT,Main,2/24/2022,17:00,2/24/2022 17:00,126,1,8,.,.,.,Actual
CLT,Main,2/24/2022,18:00,2/24/2022 18:00,883,6,8,.,.,.,Actual
CLT,Main,2/24/2022,19:00,2/24/2022 19:00,287,2,7,.,.,.,Actual
CLT,Main,2/24/2022,20:00,2/24/2022 20:00,136,1,7,.,.,.,Actual
CLT,Main,2/25/2022,13:00,2/25/2022 13:00,153,1,5,.,.,.,Actual
CLT,Main,2/25/2022,14:00,2/25/2022 14:00,108,1,8,.,.,.,Actual
CLT,Main,2/25/2022,15:00,2/25/2022 15:00,107,1,8,.,.,.,Actual
CLT,Main,2/25/2022,16:00,2/25/2022 16:00,675,4,8,.,.,.,Actual
CLT,Main,2/25/2022,18:00,2/25/2022 18:00,1082,7,8,.,.,.,Actual
CLT,Main,2/25/2022,19:00,2/25/2022 19:00,503,3,8,.,.,.,Actual
CLT,Main,2/26/2022,12:00,2/26/2022 12:00,118,1,7,.,.,.,Actual
CLT,Main,2/26/2022,14:00,2/26/2022 14:00,615,4,11,.,.,.,Actual
CLT,Main,2/26/2022,15:00,2/26/2022 15:00,159,1,10,.,.,.,Actual
CLT,Main,2/26/2022,16:00,2/26/2022 16:00,903,6,10,.,.,.,Actual
CLT,Main,2/26/2022,18:00,2/26/2022 18:00,1246,8,11,.,.,.,Actual
CLT,Main,2/26/2022,19:00,2/26/2022 19:00,1021,7,11,.,.,.,Actual
CLT,Main,2/26/2022,20:00,2/26/2022 20:00,697,5,11,.,.,.,Actual
CLT,Main,2/26/2022,21:00,2/26/2022 21:00,189,1,7,.,.,.,Actual
CLT,Main,2/27/2022,14:00,2/27/2022 14:00,246,2,12,.,.,.,Actual
CLT,Main,2/27/2022,15:00,2/27/2022 15:00,379,2,12,.,.,.,Actual
CLT,Main,2/27/2022,16:00,2/27/2022 16:00,364,2,10,.,.,.,Actual
CLT,Main,2/27/2022,17:00,2/27/2022 17:00,283,2,9,.,.,.,Actual
CLT,Main,2/27/2022,18:00,2/27/2022 18:00,955,6,9,.,.,.,Actual
CLT,Main,2/27/2022,19:00,2/27/2022 19:00,317,3,9,.,.,.,Actual
CLT,Main,2/27/2022,20:00,2/27/2022 20:00,361,2,9,.,.,.,Actual
CLT,Main,2/28/2022,13:00,2/28/2022 13:00,94,1,10,.,.,.,Actual
CLT,Main,2/28/2022,14:00,2/28/2022 14:00,69,1,10,.,.,.,Actual
CLT,Main,2/28/2022,15:00,2/28/2022 15:00,203,1,9,.,.,.,Actual
CLT,Main,2/28/2022,16:00,2/28/2022 16:00,666,4,8,.,.,.,Actual
CLT,Main,2/28/2022,18:00,2/28/2022 18:00,979,6,7,.,.,.,Actual
CLT,Main,2/28/2022,19:00,2/28/2022 19:00,321,2,6,.,.,.,Actual
CLT,Main,2/28/2022,20:00,2/28/2022 20:00,489,3,7,.,.,.,Actual
CLT,Main,3/1/2022,14:00,3/1/2022 14:00,175,2,7,.,.,.,Actual
CLT,Main,3/1/2022,15:00,3/1/2022 15:00,174,1,8,.,.,.,Actual
CLT,Main,3/1/2022,16:00,3/1/2022 16:00,349,2,9,.,.,.,Actual
CLT,Main,3/1/2022,17:00,3/1/2022 17:00,170,1,9,.,.,.,Actual
CLT,Main,3/1/2022,18:00,3/1/2022 18:00,1028,7,9,.,.,.,Actual
CLT,Main,3/1/2022,19:00,3/1/2022 19:00,609,4,9,.,.,.,Actual
CLT,Main,3/2/2022,13:00,3/2/2022 13:00,124,2,8,.,.,.,Actual
CLT,Main,3/2/2022,15:00,3/2/2022 15:00,179,1,9,.,.,.,Actual
CLT,Main,3/2/2022,16:00,3/2/2022 16:00,537,4,9,.,.,.,Actual
CLT,Main,3/2/2022,18:00,3/2/2022 18:00,878,7,9,.,.,.,Actual
CLT,Main,3/2/2022,19:00,3/2/2022 19:00,462,4,9,.,.,.,Actual
CLT,Main,3/2/2022,20:00,3/2/2022 20:00,58,1,7,.,.,.,Actual
CLT,Main,3/3/2022,13:00,3/3/2022 13:00,117,1,7,.,.,.,Actual
CLT,Main,3/3/2022,14:00,3/3/2022 14:00,239,3,8,.,.,.,Actual
CLT,Main,3/3/2022,15:00,3/3/2022 15:00,351,2,9,.,.,.,Actual
CLT,Main,3/3/2022,16:00,3/3/2022 16:00,325,4,8,.,.,.,Actual
CLT,Main,3/3/2022,18:00,3/3/2022 18:00,878,7,8,.,.,.,Actual
CLT,Main,3/3/2022,19:00,3/3/2022 19:00,281,3,8,.,.,.,Actual
CLT,Main,3/3/2022,20:00,3/3/2022 20:00,49,1,8,.,.,.,Actual
CLT,Main,3/4/2022,13:00,3/4/2022 13:00,169,2,7,.,.,.,Actual
CLT,Main,3/4/2022,14:00,3/4/2022 14:00,159,1,9,.,.,.,Actual
CLT,Main,3/4/2022,15:00,3/4/2022 15:00,216,1,8,.,.,.,Actual
CLT,Main,3/4/2022,16:00,3/4/2022 16:00,228,2,9,.,.,.,Actual
CLT,Main,3/4/2022,17:00,3/4/2022 17:00,180,2,9,.,.,.,Actual
CLT,Main,3/4/2022,18:00,3/4/2022 18:00,657,5,10,.,.,.,Actual
CLT,Main,3/4/2022,19:00,3/4/2022 19:00,662,5,9,.,.,.,Actual
CLT,Main,3/4/2022,20:00,3/4/2022 20:00,59,1,9,.,.,.,Actual
CLT,Main,3/5/2022,13:00,3/5/2022 13:00,148,1,8,.,.,.,Actual
CLT,Main,3/5/2022,14:00,3/5/2022 14:00,107,1,9,.,.,.,Actual
CLT,Main,3/5/2022,15:00,3/5/2022 15:00,769,5,11,.,.,.,Actual
CLT,Main,3/5/2022,16:00,3/5/2022 16:00,795,5,10,.,.,.,Actual
CLT,Main,3/5/2022,17:00,3/5/2022 17:00,122,1,5,.,.,.,Actual
CLT,Main,3/5/2022,18:00,3/5/2022 18:00,997,7,10,.,.,.,Actual
CLT,Main,3/5/2022,19:00,3/5/2022 19:00,588,4,10,.,.,.,Actual
CLT,Main,3/5/2022,20:00,3/5/2022 20:00,1052,8,10,.,.,.,Actual
CLT,Main,3/6/2022,14:00,3/6/2022 14:00,377,3,9,.,.,.,Actual
CLT,Main,3/6/2022,15:00,3/6/2022 15:00,391,2,10,.,.,.,Actual
CLT,Main,3/6/2022,16:00,3/6/2022 16:00,679,5,9,.,.,.,Actual
CLT,Main,3/6/2022,18:00,3/6/2022 18:00,795,5,9,.,.,.,Actual
CLT,Main,3/6/2022,19:00,3/6/2022 19:00,656,4,10,.,.,.,Actual
CLT,Main,3/6/2022,20:00,3/6/2022 20:00,482,3,9,.,.,.,Actual
CLT,Main,3/6/2022,21:00,3/6/2022 21:00,112,1,4,.,.,.,Actual
CLT,Main,3/7/2022,14:00,3/7/2022 14:00,362,3,10,.,.,.,Actual
CLT,Main,3/7/2022,15:00,3/7/2022 15:00,199,1,9,.,.,.,Actual
CLT,Main,3/7/2022,16:00,3/7/2022 16:00,655,5,10,.,.,.,Actual
CLT,Main,3/7/2022,17:00,3/7/2022 17:00,113,1,10,.,.,.,Actual
CLT,Main,3/7/2022,18:00,3/7/2022 18:00,779,5,9,.,.,.,Actual
CLT,Main,3/7/2022,19:00,3/7/2022 19:00,400,3,9,.,.,.,Actual
CLT,Main,3/7/2022,20:00,3/7/2022 20:00,346,2,10,.,.,.,Actual
CLT,Main,3/8/2022,13:00,3/8/2022 13:00,56,1,7,.,.,.,Actual
CLT,Main,3/8/2022,14:00,3/8/2022 14:00,267,3,8,.,.,.,Actual
CLT,Main,3/8/2022,15:00,3/8/2022 15:00,174,1,8,.,.,.,Actual
CLT,Main,3/8/2022,16:00,3/8/2022 16:00,440,3,8,.,.,.,Actual
CLT,Main,3/8/2022,17:00,3/8/2022 17:00,116,1,7,.,.,.,Actual
CLT,Main,3/8/2022,18:00,3/8/2022 18:00,897,6,8,.,.,.,Actual
CLT,Main,3/8/2022,19:00,3/8/2022 19:00,25,1,7,.,.,.,Actual
CLT,Main,3/8/2022,20:00,3/8/2022 20:00,49,1,8,.,.,.,Actual
CLT,Main,3/9/2022,14:00,3/9/2022 14:00,254,2,8,.,.,.,Actual
CLT,Main,3/9/2022,15:00,3/9/2022 15:00,50,1,8,.,.,.,Actual
CLT,Main,3/9/2022,16:00,3/9/2022 16:00,417,3,8,.,.,.,Actual
CLT,Main,3/9/2022,17:00,3/9/2022 17:00,241,2,8,.,.,.,Actual
CLT,Main,3/9/2022,18:00,3/9/2022 18:00,824,6,9,.,.,.,Actual
CLT,Main,3/9/2022,19:00,3/9/2022 19:00,199,3,9,.,.,.,Actual
CLT,Main,3/9/2022,20:00,3/9/2022 20:00,32,1,6,.,.,.,Actual
CLT,Main,3/10/2022,14:00,3/10/2022 14:00,304,3,8,.,.,.,Actual
CLT,Main,3/10/2022,15:00,3/10/2022 15:00,396,2,8,.,.,.,Actual
CLT,Main,3/10/2022,16:00,3/10/2022 16:00,286,2,8,.,.,.,Actual
